Attribute,Keyword Value,Syntax,Type,Reference
media,na_10x14_10x14in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_10x15_10x15in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_11x12_11x12in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_11x15_11x15in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_12x19_12x19in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_a2_4.375x5.75in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_arch-a_9x12in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_arch-b_12x18in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_arch-c_18x24in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_arch-d_24x36in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_arch-e2_26x38in,type2 keyword | name(MAX),size name,[IPPWG20160229-2]
media,na_arch-e3_27x39in,type2 keyword | name(MAX),size name,[IPPWG20160229-2]
media,na_arch-e_36x48in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_b-plus_12x19.17in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_c5_6.5x9.5in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_c_17x22in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_d_22x34in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_e_34x44in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_edp_11x14in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_eur-edp_12x14in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_executive_7.25x10.5in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_f_44x68in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_fanfold-eur_8.5x12in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_fanfold-us_11x14.875in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_foolscap_8.5x13in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_govt-legal_8x13in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_govt-letter_8x10in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_index-3x5_3x5in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_index-4x6-ext_6x8in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_index-4x6_4x6in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_index-5x8_5x8in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_invoice_5.5x8.5in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_ledger_11x17in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_legal-extra_9.5x15in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_legal_8.5x14in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_letter-extra_9.5x12in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_letter-plus_8.5x12.69in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_letter_8.5x11in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_monarch_3.875x7.5in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_number-9_3.875x8.875in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_number-10_4.125x9.5in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_number-11_4.5x10.375in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_number-12_4.75x11in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_number-14_5x11.5in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_oficio_8.5x13.4in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_personal_3.625x6.5in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_quarto_8.5x10.83in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_super-a_8.94x14in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_super-b_13x19in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,na_wide-format_30x42in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,oe_12x16_12x16in,type2 keyword | name(MAX),size name,[IPPWG20160229-2]
media,oe_14x17_14x17in,type2 keyword | name(MAX),size name,[IPPWG20160229-2]
media,oe_18x22_18x22in,type2 keyword | name(MAX),size name,[IPPWG20160229-2]
media,oe_a2plus_17x24in,type2 keyword | name(MAX),size name,[IPPWG20160229-2]
media,oe_business-card_2x3.5in,type2 keyword | name(MAX),size name,[CANON20180618]
media,oe_photo-10r_10x12in,type2 keyword | name(MAX),size name,[IPPWG20160229-2]
media,oe_photo-20r_20x24in,type2 keyword | name(MAX),size name,[IPPWG20160229-2]
media,oe_photo-l_3.5x5in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,oe_photo-s10r_10x15in,type2 keyword | name(MAX),size name,[IPPWG20160229-2]
media,oe_square-photo_4x4in,type2 keyword | name(MAX),size name,[CANON20180618]
media,oe_square-photo_5x5in,type2 keyword | name(MAX),size name,[CANON20180618]
media,om_16k_184x260mm,type2 keyword | name(MAX),size name,[HP-MEDIA]
media,om_16k_195x270mm,type2 keyword | name(MAX),size name,[HP-MEDIA]
media,om_business-card_55x85mm,type2 keyword | name(MAX),size name,[CANON20180618]
media,om_business-card_55x91mm,type2 keyword | name(MAX),size name,[CANON20180618]
media,om_card_54x86mm,type2 keyword | name(MAX),size name,[CANON20180329]
media,om_dai-pa-kai_275x395mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_dsc-photo_89x119mm,type2 keyword | name(MAX),size name,[CANON20180329]
media,om_folio-sp_215x315mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_folio_210x330mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_invite_220x220mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_italian_110x230mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_juuro-ku-kai_198x275mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_large-photo_200x300,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_medium-photo_130x180mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_pa-kai_267x389mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_postfix_114x229mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_small-photo_100x150mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,om_square-photo_89x89mm,type2 keyword | name(MAX),size name,[CANON20180618]
media,om_wide-photo_100x200mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_1_102x165mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_2_102x176mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_3_125x176mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_4_110x208mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_5_110x220mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_6_120x320mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_7_160x230mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_8_120x309mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_10_324x458mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_16k_146x215mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,prc_32k_97x151mm,type2 keyword | name(MAX),size name,[PWG5101.1]
media,quarto,type2 keyword | name(MAX),size name,[RFC2911]
media,quarto-white,type2 keyword | name(MAX),media name,[RFC2911]
media,roc_8k_10.75x15.5in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,roc_16k_7.75x10.75in,type2 keyword | name(MAX),size name,[PWG5101.1]
media,side,type2 keyword | name(MAX),input tray,[RFC2911]
media,super-b,type2 keyword | name(MAX),size name,[PWG5101.1]
media,tabloid,type2 keyword | name(MAX),size name,[PWG5101.1]
media,top,type2 keyword | name(MAX),input tray,[RFC2911]
media-back-coating,,type2 keyword | name(MAX),,[PWG5100.3]
media-back-coating,glossy,type2 keyword | name(MAX),,[PWG5101.1]
media-back-coating,high-gloss,type2 keyword | name(MAX),,[PWG5101.1]
media-back-coating,matte,type2 keyword | name(MAX),,[PWG5101.1]
media-back-coating,none,type2 keyword | name(MAX),,[PWG5101.1]
media-back-coating,satin,type2 keyword | name(MAX),,[PWG5101.1]
media-back-coating,semi-gloss,type2 keyword | name(MAX),,[PWG5101.1]
media-back-coating-supported,,1setOf (type2 keyword | name(MAX)),,[PWG5100.3]
media-back-coating-supported,"<Any ""media-back-coating"" value>",1setOf (type2 keyword | name(MAX)),,[PWG5100.3]
media-color,,type2 keyword | name(MAX),,[PWG5100.7]
media-color,black,type2 keyword | name(MAX),,[PWG5101.1]
media-color,blue,type2 keyword | name(MAX),,[PWG5101.1]
media-color,brown,type2 keyword | name(MAX),,[PWG5101.1]
media-color,buff,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-black,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-blue,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-brown,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-buff,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-cyan,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-gold,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-goldenrod,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-gray,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-green,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-ivory,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-magenta,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-multi-color,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-mustard,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-orange,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-pink,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-red,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-silver,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-turquoise,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-violet,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-white,type2 keyword | name(MAX),,[PWG5101.1]
media-color,clear-yellow,type2 keyword | name(MAX),,[PWG5101.1]
media-color,cyan,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-blue,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-brown,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-buff,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-cyan,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-gold,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-goldenrod,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-gray,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-green,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-ivory,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-magenta,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-mustard,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-orange,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-pink,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-red,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-silver,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-turquoise,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-violet,type2 keyword | name(MAX),,[PWG5101.1]
media-color,dark-yellow,type2 keyword | name(MAX),,[PWG5101.1]
media-color,gold,type2 keyword | name(MAX),,[PWG5101.1]
media-color,goldenrod,type2 keyword | name(MAX),,[PWG5101.1]
media-color,gray,type2 keyword | name(MAX),,[PWG5101.1]
media-color,green,type2 keyword | name(MAX),,[PWG5101.1]
media-color,ivory,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-black,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-blue,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-brown,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-buff,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-cyan,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-gold,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-goldenrod,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-gray,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-green,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-ivory,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-magenta,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-mustard,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-orange,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-pink,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-red,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-silver,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-turquoise,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-violet,type2 keyword | name(MAX),,[PWG5101.1]
media-color,light-yellow,type2 keyword | name(MAX),,[PWG5101.1]
media-color,magenta,type2 keyword | name(MAX),,[PWG5101.1]
media-color,multi-color,type2 keyword | name(MAX),,[PWG5101.1]
media-color,mustard,type2 keyword | name(MAX),,[PWG5101.1]
media-color,no-color,type2 keyword | name(MAX),,[PWG5101.1]
media-color,orange,type2 keyword | name(MAX),,[PWG5101.1]
media-color,pink,type2 keyword | name(MAX),,[PWG5101.1]
media-color,red,type2 keyword | name(MAX),,[PWG5101.1]
media-color,silver,type2 keyword | name(MAX),,[PWG5101.1]
media-color,turquoise,type2 keyword | name(MAX),,[PWG5101.1]
media-color,violet,type2 keyword | name(MAX),,[PWG5101.1]
media-color,white,type2 keyword | name(MAX),,[PWG5101.1]
media-color,yellow,type2 keyword | name(MAX),,[PWG5101.1]
media-color-supported,,1setOf (type2 keyword | name(MAX)),,[PWG5100.3]
media-color-supported,"<Any ""media-color"" value>",1setOf (type2 keyword | name(MAX)),,[PWG5100.3]
media-default,,no-value | type2 keyword | name(MAX),,[RFC8011]
media-default,"<Any ""media"" value>",no-value | type2 keyword | name(MAX),,[RFC8011]
media-front-coating,,type2 keyword | name(MAX),,[PWG5100.7]
media-front-coating,"<Any ""media-back-coating"" value>",type2 keyword | name(MAX),,[PWG5100.7]
media-front-coating-supported,,1setOf (type2 keyword | name(MAX)),,[PWG5100.7]
media-front-coating-supported,"<Any ""media-back-coating"" value>",1setOf (type2 keyword | name(MAX)),,[PWG5100.7]
media-grain,,type2 keyword | name(MAX),,[PWG5100.7]
media-grain,x-direction,type2 keyword | name(MAX),,[PWG5100.7]
media-grain,y-direction,type2 keyword | name(MAX),,[PWG5100.7]
media-grain-supported,,1setOf (type2 keyword | name(MAX)),,[PWG5100.7]
media-grain-supported,"<Any ""media-grain"" value>",1setOf (type2 keyword | name(MAX)),,[PWG5100.7]
media-input-tray-check,,type2 keyword | name(MAX),,[PWG5100.3]
media-input-tray-check,"<Any ""media"" input tray value>",type2 keyword | name(MAX),,[PWG5100.3]
media-pre-printed,,type2 keyword | name(MAX),,[PWG5100.7]
media-pre-printed,blank,type2 keyword | name(MAX),,[PWG5100.7]
media-pre-printed,letter-head,type2 keyword | name(MAX),,[PWG5100.7]
media-pre-printed,pre-printed,type2 keyword | name(MAX),,[PWG5100.7]
media-pre-printed-supported,,type2 keyword | name(MAX),,[PWG5100.7]
media-pre-printed-supported,"<Any ""media-pre-printed"" value>",type2 keyword | name(MAX),,[PWG5100.7]
media-ready,,1setOf (type2 keyword | name(MAX)),,[RFC8011]
media-ready,"<Any ""media"" media or size value>",1setOf (type2 keyword | name(MAX)),,[RFC8011]
media-recycled,,type2 keyword | name(MAX),,[PWG5100.7]
media-recycled,none,type2 keyword | name(MAX),,[PWG5100.7]
media-recycled,standard,type2 keyword | name(MAX),,[PWG5100.7]
media-recycled-supported,,type2 keyword | name(MAX),,[PWG5100.7]
media-recycled-supported,"<Any ""media-recycled"" value>",type2 keyword | name(MAX),,[PWG5100.7]
media-source,,type2 keyword | name(MAX),,[PWG5100.7]
media-source,alternate,type2 keyword | name(MAX),,[PWG5100.7]
media-source,alternate-roll,type2 keyword | name(MAX),,[PWG5100.7]
media-source,auto,type2 keyword | name(MAX),,[PWG5100.7]
media-source,bottom,type2 keyword | name(MAX),,[PWG5100.7]
media-source,by-pass-tray,type2 keyword | name(MAX),,[PWG5100.7]
media-source,center,type2 keyword | name(MAX),,[PWG5100.7]
media-source,disc,type2 keyword | name(MAX),,[PWG5100.7]
media-source,envelope,type2 keyword | name(MAX),,[PWG5100.7]
media-source,hagaki,type2 keyword | name(MAX),,[PWG5100.7]
media-source,large-capacity,type2 keyword | name(MAX),,[PWG5100.7]
media-source,left,type2 keyword | name(MAX),,[PWG5100.7]
media-source,main,type2 keyword | name(MAX),,[PWG5100.7]
media-source,main-roll,type2 keyword | name(MAX),,[PWG5100.7]
media-source,manual,type2 keyword | name(MAX),,[PWG5100.7]
media-source,middle,type2 keyword | name(MAX),,[PWG5100.7]
media-source,photo,type2 keyword | name(MAX),,[PWG5100.7]
media-source,rear,type2 keyword | name(MAX),,[PWG5100.7]
media-source,right,type2 keyword | name(MAX),,[PWG5100.7]
media-source,roll-1,type2 keyword | name(MAX),,[PWG5100.7]
media-source,roll-2,type2 keyword | name(MAX),,[PWG5100.7]
media-source,roll-3,type2 keyword | name(MAX),,[PWG5100.7]
media-source,roll-4,type2 keyword | name(MAX),,[PWG5100.7]
media-source,roll-5,type2 keyword | name(MAX),,[PWG5100.7]
media-source,roll-6,type2 keyword | name(MAX),,[PWG5100.7]
media-source,roll-7,type2 keyword | name(MAX),,[PWG5100.7]
media-source,roll-8,type2 keyword | name(MAX),,[PWG5100.7]
media-source,roll-9,type2 keyword | name(MAX),,[PWG5100.7]
media-source,roll-10,type2 keyword | name(MAX),,[PWG5100.7]
media-source,side,type2 keyword | name(MAX),,[PWG5100.7]
media-source,top,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-1,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-2,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-3,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-4,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-5,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-6,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-7,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-8,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-9,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-10,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-11,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-12,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-13,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-14,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-15,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-16,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-17,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-18,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-19,type2 keyword | name(MAX),,[PWG5100.7]
media-source,tray-20,type2 keyword | name(MAX),,[PWG5100.7]
media-source-feed-direction,,type2 keyword,,[PWG5100.7]
media-source-feed-direction,"<Any ""feed-orientation"" value>",type2 keyword,,[PWG5100.7]
media-source-supported,,1setOf (type2 keyword | name(MAX)),,[PWG5100.7]
media-source-supported,"<Any ""media-source"" value>",1setOf (type2 keyword | name(MAX)),,[PWG5100.7]
media-supported,,1setOf (type2 keyword | name(MAX)),,[RFC8011]
media-supported,"<Any ""media"" value>",1setOf (type2 keyword | name(MAX)),,[RFC8011]
media-tooth,,type2 keyword | name(MAX),,[PWG5100.7]
